name,brand,category,price,rating,review,doRecommend
OnePlus Tab S9,OnePlus,tablet,554,4.6,Not bad but has some issues,1
Motorola X17,Motorola,phone,607,3.8,Battery lasts long and smooth usage,0
Asus Tab M2,Asus,tablet,425,4.9,Decent product for daily use,1
Acer Tab S2,Acer,tablet,680,3.7,Excellent quality and design,0
Samsung S16,Samsung,phone,611,3.8,Amazing experience overall,0
Apple Tab M10,Apple,tablet,476,4.9,Works well but could be better,1
Lenovo Tab M7,Lenovo,tablet,431,5.0,Works well but could be better,1
Huawei X27,Huawei,phone,562,4.6,Not bad but has some issues,1
Acer GT7,Acer,phone,160,3.6,Very good for the price,0
Motorola Note2,Motorola,phone,923,4.3,Amazing experience overall,1
Asus Pro 5,Asus,laptop,1012,4.3,Excellent quality and design,1
Apple Tab X8,Apple,tablet,483,4.7,Works well but could be better,1
Motorola Book 7,Motorola,laptop,420,4.3,Amazing experience overall,1
Microsoft Tab A1,Microsoft,tablet,674,4.1,Great performance and battery life,1
Realme Air 5,Realme,laptop,943,4.6,Great performance and battery life,1
Google Pro 3,Google,laptop,1427,4.6,Amazing experience overall,1
Xiaomi Tab X7,Xiaomi,tablet,291,4.9,Decent product for daily use,1
HP Tab M4,HP,tablet,411,4.2,Excellent quality and design,1
Samsung Tab S7,Samsung,tablet,781,3.5,Battery lasts long and smooth usage,0
Huawei Flex 5,Huawei,laptop,561,3.7,Highly recommended product,0
Dell X25,Dell,phone,1139,3.7,Works well but could be better,0
Realme GT20,Realme,phone,707,4.4,Very good for the price,1
OnePlus Tab S8,OnePlus,tablet,542,4.3,Excellent quality and design,1
Asus Elite 15,Asus,laptop,913,4.7,Battery lasts long and smooth usage,1
Google Tab M1,Google,tablet,231,4.5,Battery lasts long and smooth usage,1
HP X8,HP,phone,349,3.7,Very good for the price,0
Lenovo Tab S5,Lenovo,tablet,477,3.7,Decent product for daily use,0
Microsoft Book 8,Microsoft,laptop,1135,4.4,Highly recommended product,1
Huawei Air 15,Huawei,laptop,738,4.7,Battery lasts long and smooth usage,1
Microsoft GT6,Microsoft,phone,784,4.0,Great performance and battery life,1
HP Book 9,HP,laptop,815,4.1,Battery lasts long and smooth usage,1
Motorola Tab M10,Motorola,tablet,599,3.7,Works well but could be better,0
Apple Book 10,Apple,laptop,711,4.8,Fast and reliable device,1
Huawei Elite 8,Huawei,laptop,699,4.6,Very good for the price,1
MSI Tab M9,MSI,tablet,352,4.5,Fast and reliable device,1
Apple X6,Apple,phone,389,3.8,Works well but could be better,0
Realme Tab A3,Realme,tablet,490,4.7,Decent product for daily use,1
Apple Tab M6,Apple,tablet,677,4.7,Very good for the price,1
Google Tab S6,Google,tablet,297,4.1,Battery lasts long and smooth usage,1
Realme X 15,Realme,laptop,642,3.8,Excellent quality and design,0
Acer Tab S8,Acer,tablet,705,4.6,Very good for the price,1
Motorola Flex 14,Motorola,laptop,1326,4.8,Not bad but has some issues,1
Dell X23,Dell,phone,705,4.3,Not bad but has some issues,1
Microsoft Elite 3,Microsoft,laptop,1248,5.0,Excellent quality and design,1
Dell Tab A9,Dell,tablet,117,5.0,Fast and reliable device,1
Lenovo Note1,Lenovo,phone,704,4.4,Battery lasts long and smooth usage,1
Microsoft Tab A10,Microsoft,tablet,699,4.1,Highly recommended product,1
Realme X11,Realme,phone,1149,4.3,Works well but could be better,1
Lenovo Book 10,Lenovo,laptop,507,5.0,Great performance and battery life,1
Google Air 13,Google,laptop,679,4.8,Not bad but has some issues,1
MSI Tab A6,MSI,tablet,588,4.3,Not bad but has some issues,1
Motorola Flex 12,Motorola,laptop,1356,3.9,Amazing experience overall,0
Acer Book 11,Acer,laptop,1312,4.9,Not bad but has some issues,1
Huawei Elite 13,Huawei,laptop,596,4.1,Fast and reliable device,1
OnePlus Air 4,OnePlus,laptop,1140,4.1,Not bad but has some issues,1
Samsung GT12,Samsung,phone,483,4.2,Very good for the price,1
Google Pro 9,Google,laptop,911,4.7,Highly recommended product,1
Microsoft Tab A5,Microsoft,tablet,208,3.7,Fast and reliable device,0
Samsung Flex 3,Samsung,laptop,657,3.8,Very good for the price,0
Xiaomi Note6,Xiaomi,phone,983,4.4,Fast and reliable device,1
Acer Book 8,Acer,laptop,1320,4.7,Very good for the price,1
Lenovo Book 6,Lenovo,laptop,1005,3.8,Battery lasts long and smooth usage,0
Realme X 11,Realme,laptop,1362,4.9,Very good for the price,1
Samsung GT12,Samsung,phone,1049,3.7,Excellent quality and design,0
Acer GT28,Acer,phone,368,4.4,Amazing experience overall,1
Huawei Air 11,Huawei,laptop,915,4.1,Works well but could be better,1
Huawei Elite 6,Huawei,laptop,752,4.3,Very good for the price,1
MSI Elite 12,MSI,laptop,1058,4.6,Highly recommended product,1
Asus Tab A6,Asus,tablet,173,3.8,Highly recommended product,0
Lenovo X 14,Lenovo,laptop,477,4.6,Works well but could be better,1
Acer X18,Acer,phone,1142,4.6,Decent product for daily use,1
Microsoft S24,Microsoft,phone,915,4.8,Works well but could be better,1
Microsoft Tab M6,Microsoft,tablet,435,4.2,Excellent quality and design,1
OnePlus Tab A8,OnePlus,tablet,589,3.7,Great performance and battery life,0
Samsung Tab S4,Samsung,tablet,568,3.8,Fast and reliable device,0
Xiaomi S2,Xiaomi,phone,911,3.6,Not bad but has some issues,0
Asus S11,Asus,phone,663,4.7,Battery lasts long and smooth usage,1
Apple Tab X4,Apple,tablet,402,3.8,Great performance and battery life,0
Lenovo Tab S4,Lenovo,tablet,290,3.6,Amazing experience overall,0
HP Air 8,HP,laptop,1434,3.6,Not bad but has some issues,0
Realme Air 7,Realme,laptop,489,3.8,Amazing experience overall,0
Asus Pro 9,Asus,laptop,807,3.9,Battery lasts long and smooth usage,0
Motorola Elite 9,Motorola,laptop,528,4.7,Fast and reliable device,1
Google Tab S10,Google,tablet,190,4.4,Great performance and battery life,1
Asus Tab M9,Asus,tablet,783,3.8,Battery lasts long and smooth usage,0
Samsung GT30,Samsung,phone,513,3.9,Great performance and battery life,0
Samsung GT3,Samsung,phone,552,4.1,Decent product for daily use,1
HP Tab S8,HP,tablet,502,4.0,Highly recommended product,1
OnePlus Book 14,OnePlus,laptop,975,4.8,Fast and reliable device,1
Apple Book 15,Apple,laptop,1049,4.4,Excellent quality and design,1
MSI Book 3,MSI,laptop,1333,4.0,Excellent quality and design,1
Google Tab X8,Google,tablet,793,4.2,Works well but could be better,1
Huawei X22,Huawei,phone,491,4.3,Works well but could be better,1
Samsung Book 8,Samsung,laptop,766,4.2,Amazing experience overall,1
Apple Pro 8,Apple,laptop,1198,4.3,Highly recommended product,1
OnePlus GT29,OnePlus,phone,903,3.6,Fast and reliable device,0
Asus Tab S4,Asus,tablet,618,3.9,Highly recommended product,0
HP Air 6,HP,laptop,1274,3.8,Excellent quality and design,0
HP Air 12,HP,laptop,723,3.8,Amazing experience overall,0
Apple Tab M4,Apple,tablet,682,4.8,Very good for the price,1
Lenovo Tab X1,Lenovo,tablet,420,4.5,Not bad but has some issues,1
HP Pro18,HP,phone,1011,3.9,Excellent quality and design,0
Google GT21,Google,phone,1101,4.0,Works well but could be better,1
Acer Tab X6,Acer,tablet,376,4.4,Amazing experience overall,1
Huawei Air 10,Huawei,laptop,1172,3.9,Very good for the price,0
Lenovo Elite 11,Lenovo,laptop,871,4.8,Fast and reliable device,1
Acer Tab A9,Acer,tablet,397,4.0,Battery lasts long and smooth usage,1
OnePlus Book 12,OnePlus,laptop,1434,4.8,Battery lasts long and smooth usage,1
Samsung Flex 11,Samsung,laptop,864,4.9,Great performance and battery life,1
Lenovo Tab S8,Lenovo,tablet,170,3.8,Works well but could be better,0
Google Tab M8,Google,tablet,491,3.8,Excellent quality and design,0
MSI Note26,MSI,phone,1130,3.7,Very good for the price,0
HP Tab A8,HP,tablet,128,3.5,Decent product for daily use,0
Microsoft Note21,Microsoft,phone,191,3.7,Fast and reliable device,0
Motorola Tab S8,Motorola,tablet,617,4.7,Great performance and battery life,1
Xiaomi Air 12,Xiaomi,laptop,889,3.6,Amazing experience overall,0
Dell Note20,Dell,phone,996,4.4,Excellent quality and design,1
Motorola Tab M2,Motorola,tablet,185,4.9,Works well but could be better,1
Lenovo GT10,Lenovo,phone,665,3.9,Works well but could be better,0
HP Tab M8,HP,tablet,180,3.8,Excellent quality and design,0
Huawei Tab A4,Huawei,tablet,323,3.8,Decent product for daily use,0
HP GT12,HP,phone,473,4.5,Decent product for daily use,1
Apple Tab M2,Apple,tablet,500,4.6,Fast and reliable device,1
Apple Pro 5,Apple,laptop,893,4.1,Great performance and battery life,1
Xiaomi GT12,Xiaomi,phone,941,4.5,Decent product for daily use,1
Dell Tab M2,Dell,tablet,181,4.1,Decent product for daily use,1
Motorola Tab X5,Motorola,tablet,439,4.3,Fast and reliable device,1
Lenovo Tab A7,Lenovo,tablet,721,4.7,Fast and reliable device,1
Motorola Flex 7,Motorola,laptop,1374,5.0,Fast and reliable device,1
MSI X 15,MSI,laptop,730,4.3,Works well but could be better,1
Samsung Flex 12,Samsung,laptop,736,3.8,Not bad but has some issues,0
Dell GT3,Dell,phone,516,3.6,Amazing experience overall,0
Microsoft Air 14,Microsoft,laptop,998,4.7,Excellent quality and design,1
Asus GT12,Asus,phone,236,4.9,Amazing experience overall,1
Google Tab X2,Google,tablet,741,5.0,Battery lasts long and smooth usage,1
Apple Air 14,Apple,laptop,1048,4.9,Not bad but has some issues,1
Dell X 12,Dell,laptop,848,4.7,Battery lasts long and smooth usage,1
Dell Tab S4,Dell,tablet,671,4.6,Great performance and battery life,1
HP X 6,HP,laptop,552,3.9,Works well but could be better,0
Acer S12,Acer,phone,772,3.7,Works well but could be better,0
Realme Flex 8,Realme,laptop,652,4.4,Great performance and battery life,1
Apple Tab M10,Apple,tablet,746,4.0,Highly recommended product,1
Dell GT20,Dell,phone,802,5.0,Battery lasts long and smooth usage,1
Xiaomi Tab X9,Xiaomi,tablet,718,4.7,Excellent quality and design,1
Realme Tab A6,Realme,tablet,536,3.6,Great performance and battery life,0
Motorola Pro6,Motorola,phone,166,4.7,Battery lasts long and smooth usage,1
Lenovo Air 4,Lenovo,laptop,1283,3.5,Amazing experience overall,0
Lenovo Note7,Lenovo,phone,669,3.9,Battery lasts long and smooth usage,0
Dell Tab S10,Dell,tablet,285,4.3,Excellent quality and design,1
Apple Pro 8,Apple,laptop,474,4.6,Excellent quality and design,1
Google Tab X7,Google,tablet,684,4.1,Not bad but has some issues,1
Motorola Air 5,Motorola,laptop,1248,4.4,Works well but could be better,1
Apple Flex 11,Apple,laptop,405,4.1,Works well but could be better,1
Google Tab S6,Google,tablet,412,3.6,Battery lasts long and smooth usage,0
Lenovo Book 5,Lenovo,laptop,770,4.7,Decent product for daily use,1
Motorola Tab M4,Motorola,tablet,200,3.9,Highly recommended product,0
Huawei Tab S10,Huawei,tablet,255,5.0,Not bad but has some issues,1
Acer Flex 15,Acer,laptop,423,4.0,Decent product for daily use,1
Google Pro25,Google,phone,737,4.2,Amazing experience overall,1
MSI Tab M3,MSI,tablet,425,4.9,Fast and reliable device,1
Xiaomi Tab M6,Xiaomi,tablet,264,3.9,Decent product for daily use,0
Motorola Tab X2,Motorola,tablet,757,4.0,Very good for the price,1
Apple Book 9,Apple,laptop,1306,3.8,Great performance and battery life,0
Huawei Note26,Huawei,phone,1176,4.5,Fast and reliable device,1
Xiaomi X23,Xiaomi,phone,963,4.2,Fast and reliable device,1
MSI Pro13,MSI,phone,656,4.3,Battery lasts long and smooth usage,1
Acer Tab A5,Acer,tablet,181,3.6,Battery lasts long and smooth usage,0
MSI Tab X10,MSI,tablet,320,4.1,Highly recommended product,1
OnePlus S21,OnePlus,phone,314,4.1,Excellent quality and design,1
OnePlus Elite 3,OnePlus,laptop,1164,4.7,Excellent quality and design,1
Asus Air 13,Asus,laptop,816,3.6,Very good for the price,0
Apple Flex 14,Apple,laptop,410,4.9,Fast and reliable device,1
Asus Tab A8,Asus,tablet,211,3.7,Battery lasts long and smooth usage,0
Realme Pro 15,Realme,laptop,517,4.5,Decent product for daily use,1
Samsung Tab M4,Samsung,tablet,636,3.7,Very good for the price,0
Lenovo Note1,Lenovo,phone,991,4.7,Battery lasts long and smooth usage,1
Acer Tab A1,Acer,tablet,452,4.4,Amazing experience overall,1
Lenovo X24,Lenovo,phone,346,4.5,Amazing experience overall,1
MSI Tab S10,MSI,tablet,707,4.9,Very good for the price,1
Motorola Pro 4,Motorola,laptop,444,4.4,Excellent quality and design,1
HP Tab M2,HP,tablet,463,4.8,Works well but could be better,1
Samsung Tab A3,Samsung,tablet,459,4.7,Fast and reliable device,1
Microsoft Flex 9,Microsoft,laptop,1328,4.1,Very good for the price,1
Microsoft Pro19,Microsoft,phone,594,4.0,Not bad but has some issues,1
MSI Air 6,MSI,laptop,1223,4.5,Works well but could be better,1
Xiaomi X29,Xiaomi,phone,995,4.8,Highly recommended product,1
